m,3m,6m,ytd,y,yy,category
0.45000,2.01000,1.04000,2.01000,5.06000,0.80000,Global Fixed Income Balanced
0.78000,2.93000,4.77000,2.93000,9.90000,1.05000,Global Equity Balanced
-0.65000,3.42000,-9.27000,3.42000,-16.05000,-3.19000,Alternative Strategies
2.02000,1.43000,2.06000,1.43000,13.58000,0.83000,Canadian Small/Mid Cap Equity
0.81000,2.37000,4.84000,2.37000,10.41000,2.62000,Global Equity Balanced
0.85000,2.49000,5.08000,2.49000,10.92000,3.10000,Global Equity Balanced
0.83000,2.43000,4.97000,2.43000,10.68000,2.88000,Global Equity Balanced
1.11000,3.05000,7.15000,3.05000,14.31000,4.15000,Global Equity
1.09000,2.99000,7.03000,2.99000,14.06000,3.92000,Global Equity
1.32000,6.46000,10.49000,6.46000,20.43000,7.83000,U.S. Equity
1.36000,6.60000,10.78000,6.60000,21.06000,8.40000,U.S. Equity
1.34000,6.54000,10.66000,6.54000,20.80000,8.16000,U.S. Equity
0.58000,2.93000,6.01000,2.93000,12.57000,4.61000,Canadian Equity Balanced
0.59000,2.94000,6.04000,2.94000,12.63000,4.67000,Canadian Equity Balanced
0.62000,1.96000,3.01000,1.96000,7.47000,2.11000,Global Neutral Balanced
0.64000,2.02000,3.12000,2.02000,7.69000,2.32000,Global Neutral Balanced
0.62000,1.96000,3.01000,1.96000,7.46000,2.10000,Global Neutral Balanced
0.23000,0.69000,-3.04000,0.69000,-0.03000,-0.86000,Canadian Fixed Income
0.24000,0.72000,-2.99000,0.72000,0.08000,-0.75000,Canadian Fixed Income
0.94000,3.08000,9.06000,3.08000,16.98000,6.13000,Canadian Focused Equity
0.98000,3.20000,9.32000,3.20000,17.53000,6.63000,Canadian Focused Equity
0.96000,3.15000,9.20000,3.15000,17.27000,6.40000,Canadian Focused Equity
1.22000,1.64000,4.75000,1.64000,11.68000,2.84000,Canadian Equity
1.23000,1.67000,4.81000,1.67000,11.80000,2.95000,Canadian Equity
0.40000,1.21000,-0.45000,1.21000,2.72000,0.34000,Canadian Fixed Income Balanced
0.42000,1.26000,-0.35000,1.26000,2.93000,0.55000,Canadian Fixed Income Balanced
0.40000,1.21000,-0.45000,1.21000,2.71000,0.33000,Canadian Fixed Income Balanced
0.20000,0.74000,-3.03000,0.74000,-0.35000,-0.89000,Canadian Fixed Income
0.21000,0.77000,-2.98000,0.77000,-0.24000,-0.78000,Canadian Fixed Income
0.89000,2.12000,2.33000,2.12000,7.07000,1.71000,Canadian Neutral Balanced
0.91000,2.18000,2.43000,2.18000,7.29000,1.92000,Canadian Neutral Balanced
0.89000,2.12000,2.32000,2.12000,7.06000,1.70000,Canadian Neutral Balanced
0.59000,1.17000,7.48000,1.17000,16.05000,4.82000,Canadian Dividend & Income Equity
0.60000,1.20000,7.54000,1.20000,16.18000,4.93000,Canadian Dividend & Income Equity
0.87000,3.58000,2.63000,3.58000,4.47000,4.04000,Global Equity
0.89000,3.62000,2.71000,3.62000,4.64000,4.21000,Global Equity
1.52000,5.33000,7.97000,5.33000,15.59000,6.99000,Global Equity
0.32000,0.80000,0.81000,0.80000,4.62000,1.51000,Canadian Fixed Income Balanced
0.33000,0.83000,0.86000,0.83000,4.72000,1.61000,Canadian Fixed Income Balanced
0.31000,0.77000,0.75000,0.77000,4.49000,1.39000,Canadian Fixed Income Balanced
3.07000,6.76000,6.86000,6.76000,14.81000,0.92000,International Equity
3.07000,6.75000,6.83000,6.75000,14.76000,0.87000,International Equity
1.81000,1.66000,3.44000,1.66000,13.68000,7.70000,Canadian Focused Small/Mid Cap Equity
1.86000,1.82000,3.75000,1.82000,14.36000,8.35000,Canadian Focused Small/Mid Cap Equity
1.84000,1.76000,3.64000,1.76000,14.12000,8.11000,Canadian Focused Small/Mid Cap Equity
0.53000,1.52000,0.54000,1.52000,3.96000,1.07000,Canadian Fixed Income Balanced
0.53000,1.53000,0.57000,1.53000,4.02000,1.13000,Canadian Fixed Income Balanced
0.01000,0.02000,0.03000,0.02000,0.06000,0.08000,Canadian Money Market
0.01000,0.02000,0.03000,0.02000,0.06000,0.08000,Canadian Money Market
0.01000,0.02000,0.03000,0.02000,0.06000,0.12000,Canadian Money Market
0.34000,0.88000,-1.57000,0.88000,-0.36000,-0.30000,Canadian Short Term Fixed Income
0.34000,0.90000,-1.54000,0.90000,-0.30000,-0.25000,Canadian Short Term Fixed Income
0.30000,0.07000,0.78000,0.07000,1.88000,1.55000,Miscellaneous - Income and Real Property
0.35000,0.21000,1.04000,0.21000,2.42000,2.09000,Miscellaneous - Income and Real Property
0.33000,0.15000,0.95000,0.15000,2.21000,1.88000,Miscellaneous - Income and Real Property
0.11000,3.65000,8.49000,3.65000,12.10000,4.29000,U.S. Equity
0.12000,3.68000,8.55000,3.68000,12.23000,4.41000,U.S. Equity
-1.94000,-0.33000,9.33000,-0.33000,12.44000,2.76000,U.S. Equity
-1.90000,-0.22000,9.57000,-0.22000,12.94000,3.21000,U.S. Equity
1.35000,6.56000,10.69000,6.56000,20.88000,8.23000,U.S. Equity
1.36000,6.60000,10.78000,6.60000,21.06000,8.40000,U.S. Equity
0.57000,2.89000,5.93000,2.89000,12.39000,4.45000,Canadian Equity Balanced
0.59000,2.94000,6.04000,2.94000,12.63000,4.67000,Canadian Equity Balanced
0.57000,2.88000,5.92000,2.88000,12.38000,4.44000,Canadian Equity Balanced
0.64000,2.00000,3.09000,2.00000,7.63000,2.27000,Global Neutral Balanced
0.64000,2.02000,3.12000,2.02000,7.69000,2.32000,Global Neutral Balanced
0.22000,0.68000,-3.07000,0.68000,-0.08000,-0.90000,Canadian Fixed Income
0.24000,0.72000,-2.99000,0.72000,0.08000,-0.75000,Canadian Fixed Income
0.22000,0.66000,-3.10000,0.66000,-0.14000,-0.97000,Canadian Fixed Income
0.97000,3.18000,9.27000,3.18000,17.42000,6.52000,Canadian Focused Equity
0.98000,3.20000,9.32000,3.20000,17.53000,6.63000,Canadian Focused Equity
1.19000,1.55000,4.57000,1.55000,11.29000,2.48000,Canadian Equity
1.23000,1.67000,4.81000,1.67000,11.80000,2.95000,Canadian Equity
1.21000,1.61000,4.69000,1.61000,11.56000,2.72000,Canadian Equity
0.41000,1.25000,-0.37000,1.25000,2.88000,0.49000,Canadian Fixed Income Balanced
0.42000,1.26000,-0.35000,1.26000,2.93000,0.55000,Canadian Fixed Income Balanced
0.20000,0.73000,-3.06000,0.73000,-0.40000,-0.94000,Canadian Fixed Income
0.21000,0.77000,-2.98000,0.77000,-0.24000,-0.78000,Canadian Fixed Income
0.19000,0.71000,-3.09000,0.71000,-0.46000,-1.00000,Canadian Fixed Income
0.91000,2.16000,2.40000,2.16000,7.23000,1.87000,Canadian Neutral Balanced
0.91000,2.18000,2.43000,2.18000,7.29000,1.92000,Canadian Neutral Balanced
0.56000,1.08000,7.28000,1.08000,15.63000,4.44000,Canadian Dividend & Income Equity
0.60000,1.20000,7.54000,1.20000,16.18000,4.93000,Canadian Dividend & Income Equity
0.58000,1.14000,7.42000,1.14000,15.92000,4.70000,Canadian Dividend & Income Equity
0.89000,3.62000,2.71000,3.62000,4.64000,4.21000,Global Equity
0.87000,3.56000,2.60000,3.56000,4.41000,3.98000,Global Equity
1.50000,5.27000,7.85000,5.27000,15.33000,6.75000,Global Equity
0.33000,0.82000,0.83000,0.82000,4.67000,1.55000,Canadian Fixed Income Balanced
0.33000,0.83000,0.86000,0.83000,4.72000,1.61000,Canadian Fixed Income Balanced
3.09000,6.82000,6.97000,6.82000,15.06000,1.14000,International Equity
3.03000,6.63000,6.61000,6.63000,14.27000,0.45000,International Equity
3.09000,6.82000,6.97000,6.82000,15.06000,1.14000,International Equity
1.84000,1.76000,3.64000,1.76000,14.12000,8.11000,Canadian Focused Small/Mid Cap Equity
1.86000,1.82000,3.75000,1.82000,14.36000,8.35000,Canadian Focused Small/Mid Cap Equity
0.52000,1.48000,0.47000,1.48000,3.80000,0.92000,Canadian Fixed Income Balanced
0.53000,1.53000,0.57000,1.53000,4.02000,1.13000,Canadian Fixed Income Balanced
0.52000,1.48000,0.46000,1.48000,3.79000,0.91000,Canadian Fixed Income Balanced
0.01000,0.02000,0.03000,0.02000,0.06000,0.07000,Canadian Money Market
0.01000,0.02000,0.03000,0.02000,0.06000,0.07000,Canadian Money Market
0.33000,0.87000,-1.59000,0.87000,-0.40000,-0.35000,Canadian Short Term Fixed Income
0.34000,0.90000,-1.54000,0.90000,-0.30000,-0.25000,Canadian Short Term Fixed Income
0.32000,0.84000,-1.65000,0.84000,-0.52000,-0.47000,Canadian Short Term Fixed Income
0.34000,0.18000,1.00000,0.18000,2.32000,1.99000,Miscellaneous - Income and Real Property
0.35000,0.21000,1.05000,0.21000,2.43000,2.10000,Miscellaneous - Income and Real Property
0.09000,3.58000,8.34000,3.58000,11.79000,4.00000,U.S. Equity
0.13000,3.70000,8.58000,3.70000,12.29000,4.46000,U.S. Equity
0.10000,3.62000,8.43000,3.62000,11.98000,4.18000,U.S. Equity
-1.91000,-0.26000,9.48000,-0.26000,12.75000,3.04000,U.S. Equity
-1.90000,-0.23000,9.54000,-0.23000,12.87000,3.16000,U.S. Equity
-1.92000,-0.29000,9.42000,-0.29000,12.63000,2.93000,U.S. Equity
1.75000,4.12000,5.17000,4.12000,5.70000,-2.17000,Canadian Focused Equity
2.33000,6.51000,7.12000,6.51000,10.79000,-0.05000,Global Equity
0.83000,2.62000,2.65000,2.62000,9.28000,3.05000,Tactical Balanced
2.15000,1.83000,6.71000,1.83000,16.24000,7.47000,Canadian Equity
1.19000,2.77000,5.44000,2.77000,11.99000,4.73000,Canadian Neutral Balanced
0.46000,1.46000,-1.88000,1.46000,2.10000,0.87000,Canadian Fixed Income
0.02000,0.07000,0.14000,0.07000,0.29000,0.28000,Canadian Money Market
1.91000,11.25000,4.44000,11.25000,19.99000,0.09000,Greater China Equity
1.49000,2.91000,9.88000,2.91000,19.60000,8.00000,Canadian Dividend & Income Equity
1.84000,3.18000,9.73000,3.18000,19.29000,7.57000,Canadian Equity
1.61000,4.32000,10.68000,4.32000,17.18000,6.30000,Global Equity
0.68000,2.06000,4.74000,2.06000,10.12000,4.50000,Canadian Fixed Income Balanced
-0.06000,0.21000,1.07000,0.21000,2.16000,1.79000,Canadian Short Term Fixed Income
1.78000,2.56000,3.94000,2.56000,19.40000,11.29000,Canadian Small/Mid Cap Equity
-0.44000,2.78000,9.38000,2.78000,15.76000,8.93000,U.S. Equity
1.19000,2.83000,5.32000,2.83000,11.13000,3.53000,Global Neutral Balanced
0.69000,1.81000,1.90000,1.81000,6.11000,2.30000,Canadian Fixed Income Balanced
0.91000,2.31000,3.64000,2.31000,8.61000,3.06000,Canadian Fixed Income Balanced
1.50000,1.13000,3.39000,1.13000,6.30000,1.38000,Canadian Neutral Balanced
1.07000,2.11000,8.29000,2.11000,15.68000,6.88000,Canadian Dividend & Income Equity
0.55000,4.94000,9.24000,4.94000,18.81000,4.08000,Global Small/Mid Cap Equity
0.19000,5.88000,4.09000,5.88000,10.67000,1.86000,Global Neutral Balanced
-0.37000,2.18000,7.57000,2.18000,7.97000,4.14000,U.S. Small/Mid Cap Equity
1.50000,3.50000,5.97000,3.50000,12.93000,5.05000,Canadian Dividend & Income Equity
0.79000,2.79000,5.59000,2.79000,15.33000,4.31000,Canadian Neutral Balanced
0.97000,3.35000,5.39000,3.35000,12.87000,2.55000,Tactical Balanced
0.02000,0.15000,-1.22000,0.15000,-0.97000,-1.26000,Short Term Target Date Portfolio
0.71000,2.34000,3.15000,2.34000,8.34000,1.87000,Canadian Neutral Balanced
0.13000,0.56000,-1.10000,0.56000,0.58000,-1.29000,Canadian Fixed Income Balanced
0.18000,0.58000,16.05000,0.58000,29.39000,5.74000,Canadian Focused Equity
0.47000,1.14000,-0.05000,1.14000,3.71000,0.72000,Canadian Neutral Balanced
0.67000,1.26000,0.79000,1.26000,5.09000,0.29000,Canadian Equity Balanced
0.98000,1.99000,8.08000,1.99000,14.87000,6.27000,Canadian Dividend & Income Equity
0.70000,0.22000,1.76000,0.22000,7.07000,1.03000,Canadian Equity
0.51000,1.44000,0.82000,1.44000,5.04000,0.10000,Canadian Fixed Income Balanced
0.56000,1.85000,2.78000,1.85000,7.00000,2.29000,Canadian Equity Balanced
0.99000,2.01000,8.14000,2.01000,14.99000,6.38000,Canadian Dividend & Income Equity
0.49000,1.18000,0.03000,1.18000,3.88000,0.88000,Canadian Neutral Balanced
0.69000,1.30000,0.88000,1.30000,5.28000,0.49000,Canadian Equity Balanced
0.98000,2.00000,8.11000,2.00000,14.93000,6.32000,Canadian Dividend & Income Equity
1.11000,1.68000,2.85000,1.68000,9.01000,3.26000,Canadian Equity Balanced
1.56000,6.74000,11.01000,6.74000,21.30000,8.81000,U.S. Equity
1.14000,3.11000,9.26000,3.11000,16.95000,6.55000,Canadian Focused Equity
0.87000,1.69000,1.23000,1.69000,7.82000,2.04000,Canadian Equity Balanced
1.12000,1.64000,3.95000,1.64000,11.85000,2.39000,Canadian Equity
2.31000,3.85000,6.76000,3.85000,14.79000,2.27000,Canadian Focused Equity
0.99000,1.03000,4.22000,1.03000,11.39000,5.06000,Canadian Focused Equity
3.61000,10.56000,7.01000,10.56000,20.09000,3.62000,Emerging Markets Equity
1.07000,2.93000,6.90000,2.93000,13.78000,3.66000,Global Equity
1.70000,4.01000,4.98000,4.01000,5.67000,-2.23000,Canadian Focused Equity
0.72000,2.44000,2.53000,2.44000,8.91000,2.92000,Tactical Balanced
1.06000,3.02000,4.82000,3.02000,10.42000,5.65000,Global Equity Balanced
1.15000,2.63000,5.16000,2.63000,11.39000,4.15000,Canadian Neutral Balanced
0.44000,1.39000,-2.02000,1.39000,1.82000,0.59000,Canadian Fixed Income
0.02000,0.05000,0.10000,0.05000,0.19000,0.12000,Canadian Money Market
1.85000,11.09000,4.14000,11.09000,19.31000,-0.50000,Greater China Equity
1.45000,2.77000,9.58000,2.77000,18.94000,7.40000,Canadian Dividend & Income Equity
1.79000,3.04000,9.43000,3.04000,18.64000,6.97000,Canadian Equity
1.58000,4.24000,10.51000,4.24000,16.81000,5.96000,Global Equity
0.63000,1.92000,4.46000,1.92000,9.53000,3.92000,Canadian Fixed Income Balanced
-0.10000,0.08000,0.79000,0.08000,1.60000,1.23000,Canadian Short Term Fixed Income
1.74000,2.42000,3.66000,2.42000,18.75000,10.68000,Canadian Small/Mid Cap Equity
0.17000,1.89000,0.01000,1.89000,2.48000,2.86000,Global Fixed Income Balanced
-0.39000,2.93000,9.69000,2.93000,16.42000,9.54000,U.S. Equity
0.20000,1.98000,0.18000,1.98000,2.83000,3.21000,Global Fixed Income Balanced
1.20000,2.88000,5.45000,2.88000,11.45000,3.80000,Global Neutral Balanced
1.41000,3.41000,7.05000,3.41000,13.84000,4.48000,Global Equity Balanced
1.56000,1.26000,3.64000,1.26000,6.83000,1.93000,Canadian Neutral Balanced
0.42000,0.14000,5.59000,0.14000,15.48000,2.94000,Canadian Dividend & Income Equity
2.65000,-0.41000,6.39000,-0.41000,15.72000,6.88000,Canadian Small/Mid Cap Equity
0.72000,4.63000,4.71000,4.63000,11.68000,3.54000,Global Neutral Balanced
0.96000,2.98000,5.33000,2.98000,12.67000,5.05000,Canadian Equity Balanced
1.47000,3.41000,5.79000,3.41000,12.53000,4.67000,Canadian Dividend & Income Equity
0.79000,2.78000,5.58000,2.78000,15.29000,4.28000,Canadian Neutral Balanced
0.97000,3.34000,5.38000,3.34000,12.85000,2.53000,Tactical Balanced
0.97000,3.35000,5.40000,3.35000,12.88000,2.56000,Tactical Balanced
0.30000,1.49000,-3.50000,1.49000,-0.15000,-1.57000,2025 Target Date Portfolio
0.73000,2.20000,3.00000,2.20000,8.29000,1.62000,Canadian Neutral Balanced
0.21000,0.99000,-2.71000,0.99000,0.19000,-0.53000,Canadian Fixed Income
1.17000,1.75000,5.10000,1.75000,13.57000,2.31000,Canadian Focused Equity
0.54000,1.80000,2.69000,1.80000,6.81000,2.12000,Canadian Equity Balanced
0.25000,1.01000,-0.83000,1.01000,1.62000,0.37000,Canadian Fixed Income Balanced
0.72000,1.90000,8.35000,1.90000,15.61000,7.18000,Canadian Dividend & Income Equity
0.65000,1.66000,2.30000,1.66000,7.14000,0.56000,Canadian Neutral Balanced
0.49000,1.19000,0.05000,1.19000,3.92000,0.92000,Canadian Neutral Balanced
0.69000,1.31000,0.90000,1.31000,5.32000,0.53000,Canadian Equity Balanced
0.22000,1.00000,-2.68000,1.00000,0.24000,-0.48000,Canadian Fixed Income
0.54000,1.79000,2.66000,1.79000,6.77000,2.06000,Canadian Equity Balanced
0.26000,1.05000,-0.75000,1.05000,1.79000,0.54000,Canadian Fixed Income Balanced
0.67000,1.71000,2.40000,1.71000,7.36000,0.76000,Canadian Neutral Balanced
1.12000,1.57000,2.64000,1.57000,8.57000,2.84000,Canadian Equity Balanced
0.78000,2.71000,5.77000,2.71000,12.05000,4.57000,Canadian Equity Balanced
1.73000,5.93000,9.30000,5.93000,26.34000,8.38000,Canadian Small/Mid Cap Equity
0.88000,1.59000,1.02000,1.59000,7.38000,1.62000,Canadian Equity Balanced
1.26000,1.34000,6.23000,1.34000,16.10000,4.82000,Canadian Equity
2.33000,3.76000,6.56000,3.76000,14.37000,1.90000,Canadian Focused Equity
1.00000,0.94000,4.03000,0.94000,10.99000,4.69000,Canadian Focused Equity
0.93000,1.91000,-0.51000,1.91000,0.67000,1.48000,European Equity
0.80000,3.53000,2.70000,3.53000,4.86000,4.48000,Global Equity
0.47000,2.36000,8.32000,2.36000,13.57000,4.77000,Canadian Equity Balanced
-0.13000,1.23000,1.14000,1.23000,7.11000,2.71000,High Yield Fixed Income
0.18000,1.04000,-2.62000,1.04000,1.12000,0.30000,Canadian Fixed Income
2.18000,2.76000,4.27000,2.76000,8.33000,3.41000,Canadian Focused Equity
2.21000,2.82000,4.39000,2.82000,8.58000,3.62000,Canadian Focused Equity
0.08000,0.63000,1.30000,0.63000,5.19000,2.14000,Floating Rate Loan
1.66000,6.53000,5.31000,6.53000,9.13000,3.79000,Global Equity
-0.56000,2.72000,0.81000,2.72000,7.35000,0.39000,High Yield Fixed Income
0.50000,1.97000,2.15000,1.97000,9.18000,0.84000,Global Neutral Balanced
0.50000,1.96000,2.12000,1.96000,9.10000,0.77000,Global Neutral Balanced
0.50000,1.97000,2.13000,1.97000,9.15000,0.81000,Global Neutral Balanced
0.51000,2.02000,2.25000,2.02000,9.39000,1.00000,Global Neutral Balanced
0.48000,1.97000,2.14000,1.97000,9.15000,0.78000,Global Neutral Balanced
0.30000,1.39000,0.83000,1.39000,7.08000,0.56000,Global Neutral Balanced
0.31000,1.38000,0.80000,1.38000,6.99000,0.47000,Global Neutral Balanced
0.30000,1.39000,0.84000,1.39000,7.10000,0.57000,Global Neutral Balanced
0.30000,1.38000,0.82000,1.38000,7.07000,0.54000,Global Neutral Balanced
0.26000,1.38000,0.64000,1.38000,6.60000,0.88000,Global Fixed Income Balanced
0.28000,1.40000,0.69000,1.40000,6.72000,0.98000,Global Fixed Income Balanced
0.27000,1.37000,0.61000,1.37000,6.57000,0.82000,Global Fixed Income Balanced
0.27000,1.38000,0.64000,1.38000,6.61000,0.87000,Global Fixed Income Balanced
0.68000,2.53000,3.79000,2.53000,11.27000,1.03000,Global Equity Balanced
0.67000,2.52000,3.78000,2.52000,11.25000,1.05000,Global Equity Balanced
0.68000,2.54000,3.80000,2.54000,11.30000,1.08000,Global Equity Balanced
1.00000,3.11000,5.73000,3.11000,13.69000,1.91000,Global Equity
0.95000,3.01000,5.54000,3.01000,13.28000,1.53000,Global Equity
3.13000,7.99000,2.59000,7.99000,3.46000,-0.66000,International Equity
3.28000,6.94000,3.99000,6.94000,5.72000,1.66000,International Equity
0.75000,2.18000,4.17000,2.18000,8.57000,3.45000,Canadian Neutral Balanced
0.33000,1.69000,4.72000,1.69000,11.11000,0.72000,Canadian Equity Balanced
0.51000,0.80000,7.82000,0.80000,15.65000,3.40000,Canadian Focused Equity
-0.01000,1.03000,2.03000,1.03000,9.30000,2.57000,High Yield Fixed Income
-0.17000,0.32000,5.95000,0.32000,13.00000,4.87000,Canadian Focused Equity
-2.10000,-6.82000,0.75000,-6.82000,27.15000,3.14000,Natural Resources Equity
1.70000,1.74000,3.45000,1.74000,17.16000,3.21000,Canadian Small/Mid Cap Equity
0.04000,0.16000,-0.15000,0.16000,-0.02000,0.06000,Canadian Short Term Fixed Income
0.52000,2.52000,8.63000,2.52000,14.14000,5.27000,Canadian Equity Balanced
3.67000,4.96000,3.82000,4.96000,6.37000,0.39000,European Equity
2.49000,4.90000,3.92000,4.90000,3.86000,5.33000,European Equity
0.09000,0.48000,-0.53000,0.48000,1.01000,0.29000,Canadian Fixed Income
1.41000,2.48000,4.10000,2.48000,8.03000,5.04000,Global Equity Balanced
1.52000,4.05000,5.52000,4.05000,10.29000,3.55000,Global Equity
0.62000,1.92000,4.20000,1.92000,8.68000,2.86000,Global Equity Balanced
0.87000,3.07000,7.99000,3.07000,14.82000,4.81000,Global Equity
0.24000,1.17000,2.08000,1.17000,5.20000,2.01000,Canadian Fixed Income Balanced
1.15000,4.40000,3.15000,4.40000,5.60000,6.95000,International Equity
0.19000,1.33000,4.21000,1.33000,10.67000,3.97000,Canadian Equity Balanced
-0.34000,1.81000,9.64000,1.81000,18.79000,6.65000,North American Equity
0.36000,0.53000,0.43000,0.53000,0.54000,1.03000,Miscellaneous - Income and Real Property
0.29000,0.89000,-2.05000,0.89000,0.88000,0.02000,Canadian Fixed Income
1.67000,2.87000,4.53000,2.87000,11.72000,3.21000,Canadian Equity Balanced
1.43000,1.77000,1.45000,1.77000,5.50000,1.90000,Canadian Neutral Balanced
2.16000,2.73000,4.23000,2.73000,8.26000,3.36000,Canadian Focused Equity
2.16000,2.75000,4.27000,2.75000,8.34000,3.40000,Canadian Focused Equity
2.17000,2.74000,4.26000,2.74000,8.26000,3.33000,Canadian Focused Equity
-0.07000,1.59000,-0.09000,1.59000,2.70000,-0.33000,Floating Rate Loan
-0.41000,1.75000,2.22000,1.75000,9.95000,2.88000,High Yield Fixed Income
-1.52000,0.62000,-3.72000,0.62000,-0.02000,-0.24000,Real Estate Equity
0.51000,2.01000,2.23000,2.01000,9.34000,0.99000,Global Neutral Balanced
0.52000,1.99000,2.15000,1.99000,9.13000,0.78000,Global Neutral Balanced
0.49000,1.97000,2.13000,1.97000,9.12000,0.76000,Global Neutral Balanced
0.49000,1.96000,2.13000,1.96000,9.13000,0.78000,Global Neutral Balanced
0.49000,1.98000,2.17000,1.98000,9.22000,0.85000,Global Neutral Balanced
0.30000,1.41000,0.88000,1.41000,7.20000,0.68000,Global Neutral Balanced
0.31000,1.38000,0.81000,1.38000,7.03000,0.52000,Global Neutral Balanced
0.31000,1.42000,0.91000,1.42000,7.24000,0.70000,Global Neutral Balanced
0.29000,1.37000,0.81000,1.37000,7.04000,0.51000,Global Neutral Balanced
0.28000,1.42000,0.75000,1.42000,6.84000,1.10000,Global Fixed Income Balanced
0.27000,1.39000,0.67000,1.39000,6.69000,0.95000,Global Fixed Income Balanced
0.28000,1.42000,0.73000,1.42000,6.81000,1.07000,Global Fixed Income Balanced
0.27000,1.39000,0.64000,1.39000,6.64000,0.90000,Global Fixed Income Balanced
0.70000,2.60000,3.93000,2.60000,11.55000,1.29000,Global Equity Balanced
0.64000,2.49000,3.74000,2.49000,11.21000,1.01000,Global Equity Balanced
0.97000,3.03000,5.58000,3.03000,13.36000,1.61000,Global Equity
0.96000,3.01000,5.55000,3.01000,13.29000,1.54000,Global Equity
3.29000,6.97000,4.01000,6.97000,5.97000,1.80000,International Equity
3.35000,7.12000,4.30000,7.12000,6.55000,2.36000,International Equity
-0.09000,1.77000,7.14000,1.77000,19.74000,-3.63000,Canadian Focused Equity
0.33000,1.80000,4.94000,1.80000,11.57000,1.14000,Canadian Equity Balanced
0.19000,0.78000,-2.22000,0.78000,0.57000,0.04000,Canadian Fixed Income
0.87000,2.52000,8.00000,2.52000,18.48000,4.61000,Canadian Dividend & Income Equity
-0.18000,0.41000,6.14000,0.41000,13.39000,5.23000,Canadian Focused Equity
0.01000,0.03000,0.06000,0.03000,0.11000,0.11000,Canadian Money Market
1.67000,1.79000,3.54000,1.79000,17.37000,3.40000,Canadian Small/Mid Cap Equity
0.06000,0.14000,-0.05000,0.14000,0.05000,0.12000,Canadian Short Term Fixed Income
0.52000,2.51000,8.65000,2.51000,14.21000,5.35000,Canadian Equity Balanced
0.53000,2.41000,8.42000,2.41000,13.74000,4.92000,Canadian Equity Balanced
3.69000,4.90000,3.70000,4.90000,6.12000,0.15000,European Equity
2.51000,4.84000,3.79000,4.84000,3.61000,5.08000,European Equity
1.39000,2.57000,4.29000,2.57000,8.41000,5.41000,Global Equity Balanced
1.49000,4.11000,5.65000,4.11000,10.56000,3.81000,Global Equity
0.31000,6.68000,4.13000,6.68000,11.50000,-0.69000,Sector Equity
0.64000,1.89000,4.13000,1.89000,8.54000,2.72000,Global Equity Balanced
0.24000,1.16000,2.09000,1.16000,5.24000,2.06000,Canadian Fixed Income Balanced
0.25000,1.14000,2.04000,1.14000,5.14000,1.96000,Canadian Fixed Income Balanced
-0.01000,0.15000,-0.37000,0.15000,-0.19000,-0.14000,Canadian Short Term Fixed Income
0.20000,1.23000,4.00000,1.23000,10.22000,3.56000,Canadian Equity Balanced
0.33000,0.57000,0.51000,0.57000,0.71000,1.20000,Miscellaneous - Income and Real Property
0.72000,1.64000,6.52000,1.64000,13.29000,3.78000,Canadian Focused Equity
0.52000,1.21000,2.34000,1.21000,6.50000,2.16000,Canadian Neutral Balanced
0.83000,3.08000,8.33000,3.08000,15.00000,4.89000,Canadian Focused Equity
-0.84000,2.20000,8.93000,2.20000,17.59000,6.11000,U.S. Equity
-0.94000,0.63000,11.54000,0.63000,20.50000,7.62000,U.S. Equity
0.15000,0.93000,0.46000,0.93000,2.06000,1.34000,Canadian Short Term Fixed Income
0.39000,1.71000,-0.23000,1.71000,3.64000,1.89000,Canadian Fixed Income
0.38000,0.91000,-3.25000,0.91000,0.19000,0.30000,Canadian Fixed Income
-0.21000,-1.29000,-5.92000,-1.29000,-0.92000,-1.83000,Canadian Inflation Protected Fixed Income
0.12000,0.61000,0.04000,0.61000,1.02000,0.93000,Canadian Short Term Fixed Income
0.43000,4.15000,15.26000,4.15000,23.11000,10.81000,Canadian Equity Balanced
0.96000,1.80000,-5.89000,1.80000,1.54000,0.33000,Canadian Long Term Fixed Income
0.02000,5.69000,9.69000,5.69000,16.45000,8.35000,U.S. Equity
1.00000,2.32000,8.29000,2.32000,20.76000,5.52000,Canadian Dividend & Income Equity
0.47000,3.42000,18.97000,3.42000,28.29000,14.57000,Financial Services Equity
0.31000,7.74000,4.31000,7.74000,10.30000,0.14000,Sector Equity
-0.61000,1.98000,-2.00000,1.98000,3.00000,2.96000,Real Estate Equity
-0.99000,6.96000,-6.48000,6.96000,-0.72000,1.17000,Commodity
-1.10000,0.32000,18.40000,0.32000,16.92000,-0.04000,Geographic Equity
4.40000,11.87000,7.74000,11.87000,20.43000,3.46000,Emerging Markets Equity
2.00000,11.78000,11.59000,11.78000,22.11000,12.43000,U.S. Equity
1.25000,2.39000,8.06000,2.39000,19.03000,5.63000,Canadian Equity
1.77000,-9.22000,0.70000,-9.22000,17.49000,-2.00000,Energy Equity
0.81000,5.98000,-0.75000,5.98000,24.09000,6.38000,Natural Resources Equity
2.38000,2.74000,9.94000,2.74000,18.73000,6.29000,Canadian Dividend & Income Equity
0.09000,7.02000,-12.40000,7.02000,13.95000,15.61000,Precious Metals Equity
0.98000,1.41000,4.60000,1.41000,29.22000,10.29000,Canadian Small/Mid Cap Equity
-0.04000,2.08000,10.99000,2.08000,25.43000,5.93000,U.S. Small/Mid Cap Equity
