m,3m,6m,ytd,y,yy,category
0.39000,1.67000,0.67000,1.67000,3.93000,1.60000,Canadian Fixed Income Balanced
0.06000,0.17000,0.35000,0.17000,0.71000,0.69000,Canadian Money Market
0.07000,0.22000,0.41000,0.22000,0.95000,0.95000,Canadian Short Term Fixed Income
1.13000,3.22000,3.19000,3.22000,8.95000,3.37000,Global Neutral Balanced
0.60000,2.00000,1.23000,2.00000,5.07000,2.44000,Global Fixed Income Balanced
0.05000,0.12000,0.23000,0.12000,0.46000,0.52000,Canadian Money Market
-4.71000,2.82000,0.34000,2.82000,25.80000,10.08000,Natural Resources Equity
0.71000,2.47000,1.67000,2.47000,5.54000,2.42000,Canadian Fixed Income Balanced
1.46000,5.07000,5.65000,5.07000,12.71000,4.21000,Global Equity Balanced
0.15000,4.61000,10.91000,4.61000,18.34000,10.37000,U.S. Equity
1.16000,2.80000,3.13000,2.80000,9.46000,2.77000,Global Neutral Balanced
1.59000,1.86000,5.68000,1.86000,15.22000,5.03000,Canadian Equity
1.28000,0.51000,3.75000,0.51000,21.09000,7.32000,Canadian Small/Mid Cap Equity
3.96000,7.32000,7.87000,7.32000,13.77000,5.05000,International Equity
1.44000,3.39000,5.03000,3.39000,12.19000,3.67000,Global Equity Balanced
0.81000,2.16000,1.64000,2.16000,6.77000,2.00000,Canadian Fixed Income Balanced
0.07000,0.20000,0.40000,0.20000,0.76000,0.73000,Canadian Money Market
-0.39000,2.52000,4.43000,2.52000,16.27000,5.31000,High Yield Fixed Income
1.25000,3.57000,10.75000,3.57000,21.80000,8.42000,U.S. Small/Mid Cap Equity
-0.06000,3.51000,7.84000,3.51000,14.63000,4.48000,U.S. Equity
0.45000,1.57000,4.00000,1.57000,7.59000,3.76000,Canadian Focused Equity
0.40000,0.53000,3.13000,0.53000,6.93000,3.05000,Canadian Focused Equity
0.41000,0.53000,3.13000,0.53000,6.93000,3.06000,Canadian Focused Equity
0.60000,0.98000,1.37000,0.98000,5.88000,1.36000,Canadian Neutral Balanced
3.12000,6.53000,2.51000,6.53000,15.39000,1.73000,Global Infrastructure Equity
-0.18000,2.39000,0.80000,2.39000,3.38000,0.76000,Real Estate Equity
0.90000,1.25000,4.77000,1.25000,12.27000,3.31000,Canadian Dividend & Income Equity
-3.94000,2.57000,-21.24000,2.57000,19.38000,18.78000,Precious Metals Equity
1.24000,4.20000,7.33000,4.20000,21.21000,5.38000,Canadian Focused Small/Mid Cap Equity
-0.11000,5.43000,9.56000,5.43000,16.45000,7.92000,U.S. Equity
1.08000,3.57000,7.23000,3.57000,14.48000,4.11000,Canadian Neutral Balanced
0.14000,1.03000,-2.66000,1.03000,0.54000,0.08000,Canadian Fixed Income
0.10000,2.27000,2.88000,2.27000,10.86000,3.38000,High Yield Fixed Income
-0.28000,2.96000,1.03000,2.96000,8.01000,-1.48000,Global Neutral Balanced
0.93000,3.78000,7.88000,3.78000,15.36000,4.33000,Global Equity Balanced
0.96000,3.86000,8.19000,3.86000,16.06000,5.01000,Global Equity Balanced
1.14000,4.67000,10.70000,4.67000,18.52000,3.60000,Global Equity
-0.72000,-4.90000,3.73000,-4.90000,31.44000,-0.69000,Natural Resources Equity
-0.43000,1.51000,2.10000,1.51000,10.73000,1.40000,Global Neutral Balanced
0.83000,3.18000,6.77000,3.18000,14.84000,2.11000,Global Neutral Balanced
1.64000,4.04000,10.44000,4.04000,20.47000,4.72000,Canadian Focused Equity
0.87000,1.86000,1.32000,1.86000,5.51000,1.83000,Canadian Neutral Balanced
1.34000,4.08000,7.67000,4.08000,13.50000,7.03000,Canadian Dividend & Income Equity
0.31000,1.34000,-2.79000,1.34000,0.73000,0.41000,Canadian Fixed Income
0.78000,3.29000,3.16000,3.29000,7.14000,3.54000,Canadian Neutral Balanced
0.87000,4.91000,5.09000,4.91000,10.28000,1.24000,Global Neutral Balanced
2.40000,7.80000,8.56000,7.80000,17.90000,6.62000,Global Equity
0.75000,2.77000,3.38000,2.77000,7.86000,3.14000,Global Neutral Balanced
0.91000,3.19000,4.36000,3.19000,9.64000,3.54000,Global Equity Balanced
1.03000,3.49000,5.12000,3.49000,10.74000,4.04000,Global Equity
0.03000,0.07000,0.15000,0.07000,0.30000,0.31000,Canadian Money Market
1.52000,4.35000,5.57000,4.35000,13.14000,3.65000,Global Equity Balanced
0.72000,2.29000,1.53000,2.29000,5.92000,2.69000,Canadian Fixed Income Balanced
1.36000,3.96000,4.68000,3.96000,11.68000,3.56000,Global Equity Balanced
0.01000,0.02000,0.05000,0.02000,0.09000,0.14000,Canadian Money Market
1.03000,3.43000,3.23000,3.43000,8.92000,3.56000,Global Neutral Balanced
1.25000,4.39000,4.77000,4.39000,11.59000,4.28000,Global Equity Balanced
-1.22000,0.64000,2.28000,0.64000,4.76000,-0.61000,Global Neutral Balanced
1.09000,2.60000,2.74000,2.60000,8.64000,2.00000,Global Neutral Balanced
0.75000,2.11000,1.59000,2.11000,7.24000,1.34000,Canadian Neutral Balanced
0.46000,1.71000,-1.58000,1.71000,2.60000,1.57000,Canadian Fixed Income
0.46000,1.99000,1.33000,1.99000,6.02000,2.12000,Canadian Fixed Income Balanced
3.86000,12.06000,9.78000,12.06000,25.95000,8.34000,Emerging Markets Equity
0.50000,1.54000,0.13000,1.54000,4.14000,1.27000,Canadian Fixed Income Balanced
0.68000,1.51000,-7.93000,1.51000,-2.80000,-0.35000,Canadian Long Term Fixed Income
-0.15000,-1.20000,-5.63000,-1.20000,-0.44000,-1.28000,Canadian Inflation Protected Fixed Income
0.30000,4.46000,10.08000,4.46000,17.31000,8.09000,U.S. Equity
1.88000,0.86000,4.85000,0.86000,10.96000,2.47000,Canadian Equity
0.49000,1.67000,4.20000,1.67000,7.98000,3.94000,Canadian Focused Equity
0.56000,1.86000,4.62000,1.86000,8.80000,4.92000,Canadian Focused Equity
0.37000,0.43000,2.95000,0.43000,6.55000,2.87000,Canadian Focused Equity
0.38000,0.44000,2.94000,0.44000,6.59000,2.90000,Canadian Focused Equity
0.60000,0.97000,1.36000,0.97000,5.86000,1.35000,Canadian Neutral Balanced
3.09000,6.43000,2.35000,6.43000,15.05000,1.57000,Global Infrastructure Equity
-0.19000,2.33000,0.67000,2.33000,3.10000,0.62000,Real Estate Equity
0.84000,1.11000,4.50000,1.11000,11.73000,3.06000,Canadian Dividend & Income Equity
1.27000,4.28000,7.51000,4.28000,21.58000,5.54000,Canadian Focused Small/Mid Cap Equity
-0.07000,5.54000,9.76000,5.54000,16.86000,8.11000,U.S. Equity
0.87000,2.95000,5.93000,2.95000,11.90000,1.58000,Canadian Neutral Balanced
0.20000,0.97000,-2.65000,0.97000,0.33000,-0.06000,Canadian Fixed Income
0.10000,2.22000,2.80000,2.22000,10.69000,3.26000,High Yield Fixed Income
-0.13000,2.00000,2.44000,2.00000,10.49000,0.90000,Global Neutral Balanced
-0.10000,2.02000,2.33000,2.02000,9.90000,0.71000,Tactical Balanced
0.89000,3.79000,7.87000,3.79000,15.48000,4.46000,Global Equity Balanced
3.57000,9.56000,7.44000,9.56000,17.56000,-0.22000,Emerging Markets Equity
0.66000,2.84000,6.67000,2.84000,12.32000,2.15000,Global Neutral Balanced
-0.37000,1.49000,2.08000,1.49000,10.54000,1.28000,Global Neutral Balanced
0.81000,3.09000,6.71000,3.09000,14.62000,2.03000,Global Neutral Balanced
1.62000,3.88000,10.15000,3.88000,20.36000,4.78000,Canadian Focused Equity
2.59000,2.18000,9.42000,2.18000,18.21000,4.55000,Canadian Equity
0.64000,1.47000,-0.22000,1.47000,3.43000,1.03000,Canadian Fixed Income Balanced
1.07000,2.24000,2.76000,2.24000,7.47000,2.43000,Global Neutral Balanced
0.20000,1.46000,2.32000,1.46000,5.80000,2.33000,High Yield Fixed Income
-2.55000,6.59000,-16.60000,6.59000,24.94000,21.93000,Precious Metals Equity
0.47000,1.67000,1.75000,1.67000,7.84000,1.61000,Canadian Equity Balanced
0.19000,1.15000,-2.01000,1.15000,2.29000,1.17000,Canadian Fixed Income
-0.27000,1.19000,4.81000,1.19000,16.32000,5.21000,Global Equity Balanced
1.59000,3.72000,4.36000,3.72000,4.04000,-3.70000,Canadian Focused Equity
0.69000,2.32000,2.11000,2.32000,8.10000,1.98000,Tactical Balanced
-0.46000,1.16000,1.40000,1.16000,9.16000,-0.09000,Global Neutral Balanced
0.78000,1.45000,0.72000,1.45000,6.63000,0.89000,Canadian Equity Balanced
0.52000,2.29000,2.90000,2.29000,8.85000,1.07000,Global Neutral Balanced
0.75000,3.02000,4.43000,3.02000,11.00000,2.09000,Global Equity Balanced
-0.16000,1.44000,5.32000,1.44000,17.44000,6.19000,Global Equity Balanced
0.67000,2.64000,3.28000,2.64000,8.81000,2.45000,Global Neutral Balanced
0.57000,2.08000,1.76000,2.08000,6.59000,2.13000,Global Fixed Income Balanced
1.24000,4.32000,8.10000,4.32000,15.25000,3.47000,Global Equity
1.09000,3.54000,5.76000,3.54000,12.45000,2.97000,Global Equity Balanced
0.78000,2.97000,4.46000,2.97000,10.48000,2.55000,Global Neutral Balanced
1.86000,2.61000,5.95000,2.61000,13.02000,1.34000,Canadian Focused Equity
0.77000,2.64000,3.78000,2.64000,8.94000,3.85000,Global Neutral Balanced
0.67000,2.34000,3.20000,2.34000,7.63000,2.58000,Global Neutral Balanced
0.66000,2.37000,3.19000,2.37000,7.66000,2.57000,Global Neutral Balanced
0.56000,1.94000,0.79000,1.94000,4.96000,2.36000,Canadian Fixed Income Balanced
0.50000,1.59000,0.18000,1.59000,3.78000,1.24000,Canadian Fixed Income Balanced
0.47000,1.63000,0.22000,1.63000,3.78000,1.23000,Canadian Fixed Income Balanced
0.67000,2.27000,2.27000,2.27000,6.93000,3.10000,Global Neutral Balanced
0.55000,1.98000,1.70000,1.98000,5.70000,1.90000,Global Neutral Balanced
0.57000,1.99000,1.68000,1.99000,5.69000,1.89000,Global Neutral Balanced
1.14000,3.50000,4.73000,3.50000,13.08000,5.90000,Canadian Equity Balanced
0.50000,0.85000,1.63000,0.85000,7.08000,2.62000,Canadian Neutral Balanced
0.44000,0.84000,1.60000,0.84000,7.05000,2.66000,Canadian Neutral Balanced
0.26000,0.87000,-2.71000,0.87000,0.53000,0.07000,Canadian Fixed Income
0.30000,0.96000,-2.56000,0.96000,0.77000,0.36000,Canadian Fixed Income
0.31000,1.06000,-2.51000,1.06000,0.90000,0.56000,Canadian Fixed Income
0.40000,1.15000,-2.43000,1.15000,1.01000,0.67000,Canadian Fixed Income
0.31000,1.10000,-1.79000,1.10000,2.20000,1.21000,Canadian Fixed Income
0.29000,1.04000,-2.03000,1.04000,1.79000,0.78000,Canadian Fixed Income
0.81000,1.13000,6.08000,1.13000,16.16000,6.23000,Canadian Focused Equity
1.30000,2.26000,6.78000,2.26000,17.92000,4.71000,Canadian Equity
1.31000,2.33000,6.87000,2.33000,18.19000,4.93000,Canadian Equity
0.04000,0.11000,0.21000,0.11000,0.41000,0.38000,Canadian Money Market
0.60000,-1.53000,-1.14000,-1.53000,16.61000,3.17000,Canadian Small/Mid Cap Equity
0.45000,-1.90000,-1.91000,-1.90000,14.87000,1.58000,Canadian Small/Mid Cap Equity
1.02000,1.79000,8.40000,1.79000,18.65000,6.34000,Canadian Equity
0.93000,3.36000,7.20000,3.36000,14.00000,4.82000,Global Equity
0.33000,1.43000,0.98000,1.43000,5.52000,1.70000,Canadian Fixed Income Balanced
0.78000,2.90000,5.30000,2.90000,11.38000,3.97000,Global Equity Balanced
0.64000,2.71000,5.64000,2.71000,14.51000,7.43000,Canadian Equity Balanced
0.53000,2.39000,4.98000,2.39000,13.21000,6.15000,Canadian Equity Balanced
0.54000,2.39000,4.97000,2.39000,13.16000,6.15000,Canadian Equity Balanced
1.33000,2.68000,4.66000,2.68000,10.05000,3.41000,Global Equity Balanced
-5.79000,-21.41000,-9.96000,-21.41000,11.50000,-4.19000,Energy Equity
0.12000,7.02000,-4.30000,7.02000,2.66000,4.04000,Commodity
0.63000,2.16000,6.15000,2.16000,12.16000,2.01000,Canadian Dividend & Income Equity
0.53000,6.13000,11.21000,6.13000,19.68000,9.00000,U.S. Equity
-0.32000,0.64000,1.75000,0.64000,6.93000,2.03000,Tactical Balanced
0.65000,2.14000,1.84000,2.14000,7.62000,1.51000,Tactical Balanced
-0.44000,1.23000,1.52000,1.23000,9.38000,0.17000,Global Neutral Balanced
0.73000,2.87000,6.22000,2.87000,13.78000,1.14000,Global Neutral Balanced
-0.32000,0.64000,1.75000,0.64000,6.93000,2.03000,Tactical Balanced
0.55000,2.38000,3.09000,2.38000,9.30000,1.54000,Global Neutral Balanced
0.36000,1.78000,0.67000,1.78000,5.46000,1.57000,Global Fixed Income Balanced
-0.48000,1.26000,1.61000,1.26000,9.68000,0.42000,Global Neutral Balanced
0.67000,2.64000,3.29000,2.64000,8.82000,2.47000,Global Neutral Balanced
0.57000,2.08000,1.77000,2.08000,6.61000,2.16000,Global Fixed Income Balanced
0.14000,1.08000,-1.33000,1.08000,2.12000,0.81000,Canadian Fixed Income
0.79000,2.98000,4.48000,2.98000,10.51000,2.55000,Global Neutral Balanced
0.04000,3.60000,7.41000,3.60000,13.74000,4.53000,U.S. Equity
0.66000,2.36000,3.18000,2.36000,7.65000,2.57000,Global Neutral Balanced
0.71000,2.37000,3.21000,2.37000,7.65000,2.55000,Global Neutral Balanced
0.76000,2.67000,3.81000,2.67000,8.94000,3.81000,Global Neutral Balanced
0.47000,1.64000,0.23000,1.64000,3.81000,1.25000,Canadian Fixed Income Balanced
0.49000,1.63000,0.21000,1.63000,3.77000,1.24000,Canadian Fixed Income Balanced
0.55000,1.95000,0.78000,1.95000,4.97000,2.38000,Canadian Fixed Income Balanced
0.57000,2.00000,1.70000,2.00000,5.72000,1.91000,Global Neutral Balanced
0.63000,2.00000,1.70000,2.00000,5.71000,1.92000,Global Neutral Balanced
0.68000,2.28000,2.30000,2.28000,6.93000,3.08000,Global Neutral Balanced
1.05000,3.22000,4.14000,3.22000,11.82000,4.72000,Canadian Equity Balanced
1.05000,3.26000,4.17000,3.26000,11.85000,4.74000,Canadian Equity Balanced
0.56000,1.08000,2.15000,1.08000,8.31000,3.80000,Canadian Neutral Balanced
0.83000,2.16000,2.34000,2.16000,8.52000,2.98000,Canadian Neutral Balanced
0.39000,1.12000,-2.33000,1.12000,1.36000,0.88000,Canadian Fixed Income
0.23000,0.92000,-2.53000,0.92000,0.92000,0.48000,Canadian Fixed Income
0.38000,1.08000,-2.64000,1.08000,0.68000,0.34000,Canadian Fixed Income
0.25000,0.89000,-2.22000,0.89000,1.33000,0.37000,Canadian Fixed Income
0.24000,0.89000,-2.19000,0.89000,1.29000,0.38000,Canadian Fixed Income
0.74000,0.87000,5.45000,0.87000,14.83000,4.98000,Canadian Focused Equity
0.75000,0.89000,5.46000,0.89000,14.86000,4.98000,Canadian Focused Equity
1.22000,2.17000,6.56000,2.17000,17.51000,4.34000,Canadian Equity
0.03000,0.08000,0.15000,0.08000,0.29000,0.23000,Canadian Money Market
0.03000,0.08000,0.15000,0.08000,0.29000,0.23000,Canadian Money Market
0.45000,-1.91000,-1.93000,-1.91000,14.85000,1.58000,Canadian Small/Mid Cap Equity
0.96000,1.50000,7.76000,1.50000,17.26000,5.09000,Canadian Equity
0.99000,1.51000,7.81000,1.51000,17.27000,5.12000,Canadian Equity
0.62000,2.36000,3.44000,2.36000,8.84000,3.10000,Global Neutral Balanced
0.36000,1.90000,2.29000,1.90000,7.64000,2.49000,Global Neutral Balanced
0.54000,2.39000,4.97000,2.39000,13.17000,6.15000,Canadian Equity Balanced
0.58000,2.40000,5.01000,2.40000,13.27000,6.19000,Canadian Equity Balanced
0.65000,2.74000,5.61000,2.74000,14.55000,7.40000,Canadian Equity Balanced
0.58000,2.50000,9.85000,2.50000,18.71000,7.39000,Canadian Dividend & Income Equity
0.70000,2.84000,10.54000,2.84000,20.20000,8.75000,Canadian Dividend & Income Equity
0.59000,2.47000,9.86000,2.47000,18.69000,7.41000,Canadian Dividend & Income Equity
0.58000,2.46000,9.89000,2.46000,18.83000,7.55000,Canadian Dividend & Income Equity
0.66000,2.79000,10.50000,2.79000,20.18000,8.72000,Canadian Dividend & Income Equity
0.62000,2.88000,7.67000,2.88000,15.67000,6.68000,Canadian Equity Balanced
0.67000,2.92000,7.74000,2.92000,15.84000,6.83000,Canadian Equity Balanced
0.66000,3.13000,8.28000,3.13000,17.09000,7.98000,Canadian Equity Balanced
-0.49000,3.99000,15.31000,3.99000,21.68000,12.28000,U.S. Equity
-0.68000,4.93000,13.62000,4.93000,18.35000,9.22000,U.S. Equity
-0.65000,5.00000,13.88000,5.00000,19.07000,9.82000,U.S. Equity
3.34000,10.31000,3.49000,10.31000,16.11000,3.79000,Emerging Markets Equity
3.25000,11.14000,9.94000,11.14000,24.60000,16.72000,Global Equity
3.13000,10.73000,9.14000,10.73000,22.81000,15.04000,Global Equity
1.00000,3.29000,4.04000,3.29000,9.04000,2.68000,Global Equity Balanced
1.05000,3.42000,4.28000,3.42000,9.61000,3.18000,Global Equity Balanced
0.83000,2.71000,2.48000,2.71000,6.93000,1.97000,Global Neutral Balanced
0.83000,2.86000,2.72000,2.86000,7.43000,2.43000,Global Neutral Balanced
0.80000,2.74000,2.49000,2.74000,6.92000,1.92000,Global Neutral Balanced
0.58000,2.18000,1.17000,2.18000,4.79000,1.45000,Global Neutral Balanced
0.65000,2.38000,1.44000,2.38000,5.26000,1.88000,Global Neutral Balanced
0.60000,2.21000,1.17000,2.21000,4.77000,1.37000,Global Neutral Balanced
0.66000,1.67000,-5.14000,1.67000,0.18000,2.80000,Global Fixed Income
-0.93000,9.62000,6.25000,9.62000,13.93000,-0.13000,Sector Equity
-0.92000,9.63000,6.27000,9.63000,13.92000,-0.13000,Sector Equity
0.36000,1.30000,4.19000,1.30000,16.54000,5.78000,High Yield Fixed Income
0.39000,1.32000,4.18000,1.32000,16.55000,5.78000,High Yield Fixed Income
0.40000,1.48000,4.58000,1.48000,17.50000,6.61000,High Yield Fixed Income
-0.02000,0.98000,-0.36000,0.98000,3.61000,1.03000,Canadian Fixed Income Balanced
0.01000,1.01000,-0.30000,1.01000,3.77000,1.26000,Canadian Fixed Income Balanced
-0.01000,1.10000,-0.20000,1.10000,3.94000,1.35000,Canadian Fixed Income Balanced
-0.02000,0.97000,-0.36000,0.97000,3.61000,1.07000,Canadian Fixed Income Balanced
2.31000,3.95000,3.22000,3.95000,6.44000,0.76000,International Equity
3.14000,6.27000,7.31000,6.27000,14.02000,3.23000,International Equity
3.09000,6.28000,7.35000,6.28000,14.02000,3.26000,International Equity
0.94000,3.24000,4.29000,3.24000,9.62000,3.21000,Global Equity Balanced
0.74000,2.71000,2.82000,2.71000,7.54000,2.43000,Global Neutral Balanced
0.74000,2.73000,2.86000,2.73000,7.55000,2.45000,Global Neutral Balanced
0.76000,2.76000,2.94000,2.76000,7.89000,2.79000,Global Neutral Balanced
0.56000,2.33000,2.04000,2.33000,6.03000,2.11000,Global Neutral Balanced
0.57000,2.45000,2.23000,2.45000,6.42000,2.48000,Global Neutral Balanced
0.56000,2.31000,2.03000,2.31000,5.98000,2.06000,Global Neutral Balanced
0.40000,1.74000,0.77000,1.74000,3.98000,1.34000,Canadian Fixed Income Balanced
0.42000,1.80000,0.94000,1.80000,4.39000,1.71000,Canadian Fixed Income Balanced
0.39000,1.73000,0.75000,1.73000,3.96000,1.32000,Canadian Fixed Income Balanced
0.99000,3.62000,5.46000,3.62000,11.20000,3.61000,Global Equity
0.58000,2.40000,5.64000,2.40000,13.05000,5.77000,Canadian Neutral Balanced
0.57000,2.40000,5.60000,2.40000,13.02000,5.76000,Canadian Neutral Balanced
0.64000,2.53000,5.93000,2.53000,13.76000,6.45000,Canadian Neutral Balanced
1.93000,11.70000,11.43000,11.70000,21.62000,12.07000,U.S. Equity
1.94000,11.56000,11.17000,11.56000,20.96000,11.48000,U.S. Equity
0.59000,2.53000,9.93000,2.53000,18.90000,7.52000,Canadian Dividend & Income Equity
0.71000,2.80000,10.53000,2.80000,20.12000,8.71000,Canadian Dividend & Income Equity
0.59000,2.49000,9.92000,2.49000,18.82000,7.53000,Canadian Dividend & Income Equity
0.59000,2.47000,9.86000,2.47000,18.70000,7.42000,Canadian Dividend & Income Equity
0.70000,3.15000,8.29000,3.15000,17.01000,7.94000,Canadian Equity Balanced
0.62000,2.92000,7.73000,2.92000,15.80000,6.79000,Canadian Equity Balanced
0.62000,2.88000,7.67000,2.88000,15.67000,6.68000,Canadian Equity Balanced
-0.57000,3.91000,15.16000,3.91000,21.20000,11.92000,U.S. Equity
-0.54000,4.01000,15.43000,4.01000,21.89000,12.52000,U.S. Equity
3.18000,9.89000,2.70000,9.89000,14.40000,2.27000,Emerging Markets Equity
3.15000,9.88000,2.69000,9.88000,14.39000,2.27000,Emerging Markets Equity
3.12000,10.72000,9.14000,10.72000,22.80000,15.03000,Global Equity
3.00000,11.80000,7.67000,11.80000,19.96000,12.27000,Global Equity
0.97000,3.26000,4.00000,3.26000,8.98000,2.64000,Global Equity Balanced
0.81000,2.76000,2.51000,2.76000,6.97000,1.97000,Global Neutral Balanced
0.81000,2.74000,2.53000,2.74000,6.99000,1.92000,Global Neutral Balanced
0.82000,2.84000,2.70000,2.84000,7.38000,2.37000,Global Neutral Balanced
0.60000,2.23000,1.21000,2.23000,4.85000,1.46000,Global Neutral Balanced
0.59000,2.17000,1.13000,2.17000,4.78000,1.42000,Global Neutral Balanced
0.60000,2.30000,1.36000,2.30000,5.20000,1.80000,Global Neutral Balanced
0.57000,1.40000,-5.55000,1.40000,-0.68000,1.90000,Global Fixed Income
0.62000,1.45000,-5.57000,1.45000,-0.66000,1.94000,Global Fixed Income
-0.80000,10.01000,7.04000,10.01000,15.59000,1.33000,Sector Equity
-1.04000,10.68000,4.84000,10.68000,11.27000,-2.54000,Sector Equity
0.44000,1.55000,4.62000,1.55000,17.45000,6.65000,High Yield Fixed Income
0.40000,1.29000,4.21000,1.29000,16.62000,5.78000,High Yield Fixed Income
0.36000,1.29000,4.17000,1.29000,16.51000,5.75000,High Yield Fixed Income
0.14000,1.24000,0.13000,1.24000,4.61000,2.05000,Canadian Fixed Income Balanced
0.02000,1.18000,0.13000,1.18000,4.56000,2.03000,Canadian Fixed Income Balanced
2.20000,3.70000,2.62000,3.70000,5.10000,-0.54000,International Equity
2.17000,3.64000,2.59000,3.64000,5.06000,-0.55000,International Equity
3.05000,6.16000,7.15000,6.16000,13.50000,2.78000,International Equity
0.91000,3.24000,4.28000,3.24000,9.60000,3.19000,Global Equity Balanced
0.89000,3.27000,4.41000,3.27000,9.92000,3.53000,Global Equity Balanced
0.74000,2.76000,2.86000,2.76000,7.55000,2.45000,Global Neutral Balanced
0.80000,2.85000,3.08000,2.85000,8.02000,2.89000,Global Neutral Balanced
0.74000,2.71000,2.79000,2.71000,7.47000,2.37000,Global Neutral Balanced
0.58000,2.33000,2.07000,2.33000,6.07000,2.11000,Global Neutral Balanced
0.61000,2.42000,2.22000,2.42000,6.32000,2.46000,Global Neutral Balanced
0.57000,2.33000,2.00000,2.33000,5.97000,2.08000,Global Neutral Balanced
0.33000,1.67000,0.73000,1.67000,3.90000,1.32000,Canadian Fixed Income Balanced
0.43000,1.77000,0.90000,1.77000,4.27000,1.67000,Canadian Fixed Income Balanced
0.99000,3.59000,5.45000,3.59000,11.14000,3.61000,Global Equity
1.01000,3.69000,5.68000,3.69000,11.57000,3.97000,Global Equity
0.63000,2.55000,5.97000,2.55000,13.81000,6.46000,Canadian Neutral Balanced
0.54000,2.40000,5.62000,2.40000,13.03000,5.74000,Canadian Neutral Balanced
0.57000,2.39000,5.63000,2.39000,13.02000,5.75000,Canadian Neutral Balanced
1.97000,11.66000,11.41000,11.66000,21.54000,12.01000,U.S. Equity
-0.02000,3.26000,8.22000,3.26000,14.73000,9.50000,North American Equity
0.09000,3.61000,8.92000,3.61000,16.20000,10.91000,North American Equity
-1.46000,4.53000,-19.76000,4.53000,11.29000,15.27000,Precious Metals Equity
0.06000,0.17000,0.33000,0.17000,0.64000,0.62000,Canadian Money Market
-0.16000,-1.35000,-5.69000,-1.35000,-1.61000,-2.18000,Canadian Inflation Protected Fixed Income
-0.15000,-1.33000,-5.69000,-1.33000,-1.62000,-2.17000,Canadian Inflation Protected Fixed Income
-2.38000,-8.12000,-10.86000,-8.12000,0.00000,0.00000,Natural Resources Equity
2.97000,15.76000,12.56000,15.76000,31.66000,21.02000,Sector Equity
2.97000,15.77000,12.54000,15.77000,31.63000,20.99000,Sector Equity
0.04000,0.43000,-0.36000,0.43000,0.25000,0.15000,Canadian Short Term Fixed Income
0.02000,0.47000,-0.26000,0.47000,0.42000,0.35000,Canadian Short Term Fixed Income
1.39000,8.97000,10.26000,8.97000,18.28000,8.52000,U.S. Equity
1.39000,8.98000,10.25000,8.98000,18.27000,8.51000,U.S. Equity
0.47000,5.56000,10.62000,5.56000,17.94000,8.53000,U.S. Equity
0.44000,5.49000,10.49000,5.49000,17.61000,8.25000,U.S. Equity
0.28000,4.87000,11.14000,4.87000,18.92000,10.92000,U.S. Equity
0.05000,5.79000,9.65000,5.79000,16.12000,8.23000,U.S. Equity
0.05000,5.86000,9.73000,5.86000,16.32000,8.45000,U.S. Equity
1.21000,8.03000,7.84000,8.03000,13.81000,5.67000,U.S. Small/Mid Cap Equity
1.34000,8.42000,8.65000,8.42000,15.48000,7.24000,U.S. Small/Mid Cap Equity
1.21000,8.05000,7.86000,8.05000,13.83000,5.73000,U.S. Small/Mid Cap Equity
0.05000,0.14000,0.27000,0.14000,0.46000,0.35000,U.S. Money Market
-0.25000,3.39000,5.16000,3.39000,9.24000,4.95000,Global Neutral Balanced
-0.34000,3.05000,4.57000,3.05000,7.98000,3.76000,Global Neutral Balanced
-0.33000,3.07000,4.56000,3.07000,7.98000,3.75000,Global Neutral Balanced
-0.38000,1.99000,11.76000,1.99000,23.15000,7.34000,U.S. Small/Mid Cap Equity
-0.52000,2.98000,10.25000,2.98000,20.27000,4.74000,U.S. Small/Mid Cap Equity
2.21000,4.95000,8.51000,4.95000,13.17000,3.76000,Tactical Balanced
1.92000,5.05000,9.29000,5.05000,17.81000,4.54000,Global Small/Mid Cap Equity
1.77000,4.68000,11.48000,4.68000,18.38000,3.78000,Global Equity
3.71000,6.27000,8.06000,6.27000,8.05000,-3.03000,International Equity
-0.09000,1.78000,7.12000,1.78000,19.69000,-3.87000,Canadian Focused Equity
-0.12000,1.74000,6.95000,1.74000,19.34000,-4.09000,Canadian Focused Equity
-1.29000,-3.24000,1.66000,-3.24000,13.41000,0.92000,Canadian Equity
0.84000,2.49000,9.15000,2.49000,22.26000,6.84000,Canadian Dividend & Income Equity
0.31000,1.59000,6.48000,1.59000,14.74000,4.85000,Canadian Equity Balanced
0.35000,1.70000,6.72000,1.70000,15.28000,5.35000,Canadian Equity Balanced
0.35000,1.69000,6.71000,1.69000,15.25000,5.34000,Canadian Equity Balanced
0.32000,1.62000,6.55000,1.62000,14.93000,5.05000,Canadian Equity Balanced
1.75000,6.24000,1.56000,6.24000,5.76000,3.37000,European Equity
1.26000,5.22000,4.85000,5.22000,13.49000,7.88000,Global Equity
1.35000,5.48000,5.37000,5.48000,14.65000,8.95000,Global Equity
0.77000,6.90000,6.87000,6.90000,11.13000,2.82000,Global Equity Balanced
0.82000,7.03000,7.11000,7.03000,11.61000,3.23000,Global Equity Balanced
0.79000,6.95000,6.97000,6.95000,11.36000,3.04000,Global Equity Balanced
0.79000,6.93000,6.89000,6.93000,11.24000,2.94000,Global Equity Balanced
1.45000,5.45000,5.78000,5.45000,15.56000,9.33000,Global Equity
0.69000,8.57000,5.79000,8.57000,9.15000,4.19000,Global Equity
0.88000,7.66000,7.41000,7.66000,11.90000,6.86000,Global Equity
